rid,course,time,date,title,rclass,band,ages,distance,condition,hurdles,prizes,winningTime,prize,metric,countryCode,ncond,class
157535,Limerick (IRE),05:20,16/05/08,"Coral.ie ""Cash Out My Bet"" (Pro/Am) INH Flat Race",,,5-7yo,2m,Good To Yielding,,"[6150.0, 1900.0, 900.0, 400.0, 150.0]",233.1,9500,3218,IE,4,0
161894,Leopardstown (IRE),04:10,16/05/08,John R Fitzpatrick Agricultural Contractor Handicap,,,3yo+,7f,Good,,"[15375.0, 4750.0, 2250.0, 1000.0, 375.0]",87.41,23750,1407,IE,1,0
161999,Leopardstown (IRE),04:40,16/05/08,Fitzpatrick Gallagher McEvoy Solicitors Handicap,,,3yo+,1m4f,Good,,"[15375.0, 4750.0, 2250.0, 1000.0, 375.0]",155.23,23750,2413,IE,1,0
162194,Saint-Cloud (FR),03:20,16/05/08,Prix de Picpus (Handicap) (3yo) (Turf),,,3yo,1m,Good,,"[11029.41, 4411.76, 3308.82, 2205.88, 1102.94]",99.69,22059,1609,FR,1,0
167689,Tokyo (JPN),07:40,16/05/08,NHK Mile Cup (Grade 1) (3yo Colts &amp; Fillies) (Turf),,,3yo,1m,Firm,,"[557986.23, 220702.11, 138570.94, 79015.69, 53617.79]",92.8,1049893,1609,JP,8,0
168341,Limerick (IRE),02:40,16/05/08,Coral.ie Bet 5 Euro Get 20 Euros In Free Bets Mares Maiden Hurdle,,,4-6yo,2m3f,Good To Yielding,11 hurdles,"[7687.5, 2375.0, 1125.0, 500.0, 187.5]",288.4,11876,3821,IE,4,0
168544,Plumpton,04:00,16/05/08,Julie Brown Memorial Handicap Hurdle,Class 5,0-100,4yo+,2m,Good,9 hurdles,"[3249.0, 954.0, 477.0, 238.5]",224.2,4918,3218,GB,1,5
170996,Saint-Cloud (FR),01:35,16/05/08,Prix du Bois Rouaud (Conditions) (3yo Fillies) (Turf),,,3yo,1m,Good,,"[12500.0, 5000.0, 3750.0, 2500.0, 1250.0]",100.03,25000,1609,FR,1,0
68071,Ludlow,04:15,16/05/08,Collect totepool Winnings At Betfred Shops Handicap Chase,Class 3,0-140,5yo+,2m,Good,12 fences,"[12558.4, 3742.4, 1894.4, 970.4, 508.4]",231.3,19672,3218,GB,1,3
71942,Saint-Cloud (FR),02:15,16/05/08,Prix du Bel Air (Handicap) (3yo) (Turf),,,3yo,1m,Good,,"[20735.29, 8382.35, 6176.47, 3970.59, 2426.47, 1544.12, 882.35]",98.98,44116,1609,FR,1,0
82076,Limerick (IRE),03:45,16/05/08,Coral.ie Bet &amp; Watch Irish And UK Racing Live Beginners Chase,,,5yo+,2m3½f,Good To Yielding,14 fences,"[7995.0, 2470.0, 1170.0, 520.0, 195.0]",306.9,12350,3921.5,IE,4,0
86386,Limerick (IRE),02:05,16/05/08,Coral.ie Best Price Guaranteed On All Irish Races Maiden Hurdle,,,5yo+,2m,Good To Yielding,10 hurdles,"[7687.5, 2375.0, 1125.0, 500.0, 187.5]",232.4,11876,3218,IE,4,0
97450,Niigata (JPN),07:20,16/05/08,Niigata Daishoten (Grade 3 Handicap) (4yo+) (Turf),,,4yo+,1m2f,Firm,,"[234603.23, 91217.97, 56896.94, 34992.66, 23140.31]",117.8,440851,2011,JP,8,0
55458,Leopardstown (IRE),03:35,16/05/08,Derrinstown Stud Derby Trial Stakes (Group 3),,,3yo,1m2f,Good,,"[59000.0, 19000.0, 9000.0, 4000.0, 2000.0, 1000.0]",127.74,94000,2011,IE,1,0
59230,Plumpton,05:30,16/05/08,totepoolliveinfo.com Standard Open National Hunt Flat Race,Class 6,,4-6yo,2m1½f,Good,,"[1949.4, 572.4, 286.2, 143.1]",249.75,2950,3519.5,GB,1,6
28699,Chantilly (FR),03:55,16/05/09,Prix du Poteau Neuf (Claimer) (4yo) (Lady riders) (Polytrack),,,4yo,1m1½f,Standard,,"[5882.35, 2352.94, 1764.71, 1176.47, 588.24]",117.94,11764,1910.5,FR,0,0
32365,Wolverhampton (AW),05:00,16/05/09,Combine Business With Racing At Wolverhampton Amateur Riders' Handicap,Class 6,0-55,4yo+,1m4f,Standard,,"[2370.82, 735.3, 367.46, 183.92]",164.83,3657,2413,GB,0,6
38086,Towcester,07:30,16/05/09,Haygain Hay Steamers Clean Healthy Forage Amateur Riders' Handicap Hurdle,Class 5,0-100,4yo+,2m3f,Good,10 hurdles,"[2495.6, 774.0, 386.8, 193.6]",288,3851,3821,GB,1,5
111556,Brighton,02:20,16/05/09,letsdobusiness.org/brighton 12 May Handicap,Class 6,0-60,3yo,7f,Good To Firm,,"[2264.15, 673.75, 336.7, 168.35]",83.42,3443,1407,GB,2,6
113407,Brighton,04:20,16/05/09,Donatello Restaurant Brighton Handicap,Class 6,0-60,4yo+,1m,Good To Firm,,"[2264.15, 673.75, 336.7, 168.35]",93.67,3443,1609,GB,2,6
114523,Chantilly (FR),04:25,16/05/09,Prix du Bourget (Handicap) (4yo+) (Turf),,,4yo+,5½f,Good,,"[9558.82, 3823.53, 2867.65, 1911.76, 955.88]",63.23,19119,1105.5,FR,1,0
114864,Towcester,06:30,16/05/09,Roger Clarke 80th Birthday Open Hunters' Chase,Class 6,,5yo+,3m½f,Good,16 fences 2 omitted,"[1871.7, 580.5]",381,2452,4927.5,GB,1,6
115207,Wolverhampton (AW),03:00,16/05/09,Like Wolverhampton Racecourse On Facebook Handicap,Class 5,0-70,3yo,6f,Standard,,"[3234.5, 962.5, 481.0, 240.5]",74.28,4917,1206,GB,0,5
117494,Chantilly (FR),02:20,16/05/09,Prix Volterra (Listed Race) (3yo Fillies) (Turf),,,3yo,1m,Good,,"[20220.59, 8088.24, 6066.18, 4044.12, 2022.06]",97.45,40441,1609,FR,1,0
118730,Chantilly (FR),02:55,16/05/09,Prix du Pont-Neuf (Listed Race) (3yo) (Turf),,,3yo,7f,Good,,"[20220.59, 8088.24, 6066.18, 4044.12, 2022.06]",84.44,40441,1407,FR,1,0
121006,Brighton,02:50,16/05/09,harringtonslettings.co.uk Fillies' Handicap,Class 4,0-85,4yo+,7f,Good To Firm,,"[4690.02, 1395.62, 697.45, 348.73]",83.05,7132,1407,GB,2,4
121470,Brighton,04:50,16/05/09,jamesrossjewellers.com Handicap,Class 5,0-70,4yo+,5½f,Good To Firm,,"[2911.05, 866.25, 432.9, 216.45]",60.75,4426,1105.5,GB,2,5
122619,Roscommon (IRE),06:40,16/05/09,Irish Stallion Farms European Breeders Fund Fillies &amp; Mares Maiden,,,4yo+,1m4f,Yielding,,"[7995.0, 2470.0, 1170.0, 520.0, 195.0]",165.5,12350,2413,IE,6,0
124622,Towcester,08:30,16/05/09,Towcester Bet Maiden Open National Hunt Flat Race,Class 6,,4-6yo,2m,Good,,"[1949.4, 572.4, 286.2, 143.1]",233.5,2950,3218,GB,1,6
128805,Musselburgh,04:40,16/05/09,High Definition Racing UK Maiden Stakes,Class 5,,4yo+,1m1f,Good To Firm,,"[3234.5, 962.5, 481.0, 240.5]",110.46,4917,1810,GB,2,5
130276,Brighton,03:50,16/05/09,bhf.org.uk London To Brighton 19 June Handicap,Class 6,0-60,4yo+,1m2f,Good To Firm,,"[2264.15, 673.75, 336.7, 168.35]",120.59,3443,2011,GB,2,6
131808,Roscommon (IRE),07:10,16/05/09,Knockcroghery Handicap,,50-85,4yo+,1m4f,Yielding,,"[7380.0, 2280.0, 1080.0, 480.0, 180.0]",164.19,11400,2413,IE,6,0
132022,Musselburgh,02:40,16/05/09,British Stallion Studs EBF Novice Median Auction Stakes,Class 5,,2yo,5f,Good To Firm,,"[3234.5, 962.5, 481.0, 240.5]",59.32,4917,1005,GB,2,5
134063,Roscommon (IRE),05:40,16/05/09,Irish Stallion Farms European Breeders Fund (C &amp; G) Median Auction Maiden (Plus 10 Race),,,3-4yo,1m2f,Yielding,,"[8302.5, 2565.0, 1215.0, 540.0, 202.5]",140.28,12824,2011,IE,6,0
138902,Roscommon (IRE),06:10,16/05/09,Roscommon Handicap,,,3yo,1m2f,Yielding,,"[6150.0, 1900.0, 900.0, 400.0, 150.0]",139.67,9500,2011,IE,6,0
139187,Windsor,06:20,16/05/09,Sky Bet Handicap,Class 4,0-80,3yo,1m2f,Good,,"[4690.02, 1395.62, 697.45, 348.73]",128.86,7132,2011,GB,1,4
143034,Musselburgh,03:10,16/05/09,"Macbet Guaranteed Odds, All UK/Irish Racing Handicap (Div I)",Class 5,0-70,4yo+,1m,Good To Firm,,"[3234.5, 962.5, 481.0, 240.5]",98.52,4917,1609,GB,2,5
143906,Musselburgh,04:10,16/05/09,"Central Taxis Faster, Greener, Safer Handicap",Class 5,0-75,4yo+,1m4½f,Good To Firm,,"[3234.5, 962.5, 481.0, 240.5]",160.35,4917,2513.5,GB,2,5
144622,Brighton,01:50,16/05/09,British Stallion Studs EBF Novice Stakes,Class 5,,2yo,6f,Good To Firm,,"[3234.5, 962.5, 481.0, 240.5]",69.37,4917,1206,GB,2,5
149436,Wolverhampton (AW),03:30,16/05/09,Visit wolverhampton-racecourse.co.uk Handicap,Class 6,0-60,3yo,7f,Standard,,"[2458.22, 731.5, 365.56, 182.78]",89.96,3739,1407,GB,0,6
151916,Musselburgh,05:45,16/05/09,Watch Racing UK In HD Handicap,Class 6,0-60,4yo+,7f,Good To Firm,,"[2587.6, 770.0, 384.8, 192.4]",87.84,3935,1407,GB,2,6
152596,Chantilly (FR),12:47,16/05/09,Prix de Roissy (Handicap) (4yo+) (Turf),,,4yo+,5½f,Good,,"[17970.59, 7264.71, 5352.94, 3441.18, 2102.94, 1338.24, 764.71]",62.9,38236,1105.5,FR,1,0
152785,Wolverhampton (AW),02:30,16/05/09,Business Venue 365 Days A Year Handicap,Class 5,0-70,4yo+,1m6f,Standard,,"[2911.05, 866.25, 432.9, 216.45]",183.03,4426,2815,GB,0,5
156910,Wolverhampton (AW),04:00,16/05/09,Family Fun Day On Friday 8th August Fillies' Handicap,Class 5,0-70,3yo,1m½f,Standard,,"[3234.5, 962.5, 481.0, 240.5]",110.03,4917,1709.5,GB,0,5
157114,Windsor,05:20,16/05/09,Sky Bet Novice Fillies' Stakes (Plus 10 Race),Class 4,,2yo,5f,Good,,"[3946.09, 1174.25, 586.82, 293.41]",61.73,6000,1005,GB,1,4
157391,Towcester,06:00,16/05/09,Opus Energy Handicap Hurdle,Class 4,0-115,4yo+,2m,Good,8 hurdles,"[3898.8, 1144.8, 572.4, 286.2]",230.7,5902,3218,GB,1,4
158084,Roscommon (IRE),07:40,16/05/09,Kepak Flat Race,,,5-7yo,2m4f,Good,,"[6150.0, 1900.0, 900.0, 400.0, 150.0]",291,9500,4022,IE,1,0
164950,Chantilly (FR),03:25,16/05/09,Prix des Boutons (Conditions) (4yo+) (Polytrack),,,4yo+,1m1f,Standard,,"[8823.53, 3529.41, 2647.06, 1764.71, 882.35]",111.68,17647,1810,FR,0,0
167207,Towcester,05:30,16/05/09,Old Hooky Mares' Maiden Hurdle,Class 4,,4yo+,2m5f,Good,11 hurdles,"[3249.0, 954.0, 477.0, 238.5]",316.7,4918,4223,GB,1,4
172266,Wolverhampton (AW),02:00,16/05/09,#followus On Twitter @WolvesRaces Novice Auction Stakes,Class 5,,2yo,5f,Standard,,"[2911.05, 866.25, 432.9, 216.45]",63.62,4426,1005,GB,0,5
60933,Chantilly (FR),01:20,16/05/09,Prix d'Escoville (Conditions) (3yo Colts &amp; Geldings) (Turf),,,3yo,1m2f,Good,,"[10661.76, 4264.71, 3198.53, 2132.35, 1066.18]",123.63,21324,2011,FR,1,0
61278,Chantilly (FR),01:50,16/05/09,Prix de la Grange aux Belles (Conditions) (3yo Fillies) (Turf),,,3yo,1m2f,Good,,"[10661.76, 4264.71, 3198.53, 2132.35, 1066.18]",124.82,21324,2011,FR,1,0
66428,Roscommon (IRE),08:40,16/05/09,Follow Us On Facebook Beginners Chase,,,4yo+,3m1f,Good,15 fences,"[6765.0, 2090.0, 990.0, 440.0, 165.0]",391.7,10450,5028,IE,1,0
77842,Musselburgh,03:40,16/05/09,"Macbet Guaranteed Odds, All UK/Irish Racing Handicap (Div II)",Class 5,0-70,4yo+,1m,Good To Firm,,"[3234.5, 962.5, 481.0, 240.5]",98.23,4917,1609,GB,2,5
78427,Towcester,07:00,16/05/09,Opus Energy Handicap Chase,Class 4,0-115,5yo+,3m½f,Good,15 fences 2 omitted,"[3898.8, 1144.8, 572.4, 286.2]",371.4,5902,4927.5,GB,1,4
80806,Towcester,08:00,16/05/09,Haygain Hay Steamers Clean Healthy Forage Novices' Handicap Chase,Class 4,0-120,5yo+,2m½f,Good,10 fences 1 omitted,"[3898.8, 1144.8, 572.4, 286.2]",241.1,5902,3318.5,GB,1,4
85037,Musselburgh,02:10,16/05/09,Racing UK Now In HD! Handicap (for Amateur Riders),Class 6,0-65,4yo+,2m,Good To Firm,,"[2495.6, 774.0, 386.8, 193.6]",211.7,3851,3218,GB,2,6
98962,Brighton,03:20,16/05/09,actionchallenge.com London2Brighton 16 May Handicap,Class 5,0-75,4yo+,1m2f,Good To Firm,,"[2911.05, 866.25, 432.9, 216.45]",119.42,4426,2011,GB,2,5
99395,Windsor,05:50,16/05/09,Sky Bet Median Auction Maiden Stakes,Class 5,,3-5yo,1m2f,Good,,"[2911.05, 866.25, 432.9, 216.45]",127.58,4426,2011,GB,1,5
43586,Roscommon (IRE),08:10,16/05/09,myITdepartment.ie Handicap Chase,,,5yo+,2m5½f,Good,13 fences,"[10147.5, 3135.0, 1485.0, 660.0, 247.5]",320.6,15676,4323.5,IE,1,0
49835,Musselburgh,05:10,16/05/09,Racing UK Day Pass Just £10 Handicap,Class 5,0-75,3yo,7f,Good To Firm,,"[3234.5, 962.5, 481.0, 240.5]",87.62,4917,1407,GB,2,5
57373,Wolverhampton (AW),04:30,16/05/09,Award Winning Fine Dining At Horizons Median Auction Maiden Stakes,Class 6,,3-5yo,1m½f,Standard,,"[2458.22, 731.5, 365.56, 182.78]",109.77,3739,1709.5,GB,0,6
10003,Tipperary (IRE),05:45,16/05/10,Follow Tipperary Races On Facebook Fillies Maiden (Plus 10 Race),,,3yo,1m4½f,Soft To Heavy,,"[6765.0, 2090.0, 990.0, 440.0, 165.0]",188.25,10450,2513.5,IE,12,0
23832,Wincanton,05:10,16/05/10,ApolloBet Casino Free £10 Open Hunters' Chase,Class 6,,5yo+,2m4f,Good To Firm,17 fences,"[1247.8, 387.0, 193.4, 96.8]",313.4,1925,4022,GB,2,6
24369,Chepstow,05:25,16/05/10,Dribuild Dash Novice Auction Stakes,Class 5,,2yo,5f,Soft,,"[3234.5, 962.5, 481.0, 240.5]",61.06,4917,1005,GB,5,5
31844,Southwell,06:35,16/05/10,South Notts Hunt Open Hunters' Chase (Midlands Point-To-Point Area),Class 6,,5yo+,2m4½f,Soft,16 fences,"[1920.1, 628.9, 338.5]",357.6,2887,4122.5,GB,5,6
110061,Chepstow,06:55,16/05/10,Streamline Leisure Supports The National Eisteddfod Auction Stakes,Class 6,,3yo,1m,Soft,,"[2587.6, 770.0, 384.8, 192.4]",96.26,3935,1609,GB,5,6
110156,Beverley,04:00,16/05/10,High Definition Racing UK Maiden Stakes,Class 5,,3yo,7½f,Good To Firm,,"[3780.6, 1131.6, 565.8, 283.2, 141.0]",92.27,5903,1507.5,GB,2,5
112496,Tipperary (IRE),05:15,16/05/10,Follow @TipperaryRaces On Twitter Handicap,,45-75,3yo+,5f,Heavy,,"[6150.0, 1900.0, 900.0, 400.0, 150.0]",65.84,9500,1005,IE,9,0
112837,Chantilly (FR),02:20,16/05/10,Prix des Chataigniers (Conditions) (4yo+) (Polytrack),,,4yo+,6½f,Standard,,"[10294.12, 4117.65, 3088.24, 2058.82, 1029.41]",77.47,20588,1306.5,FR,0,0
120382,Sedgefield,02:20,16/05/10,Paxtons For Piippo Full Cover Net Novices' Chase,Class 4,,5yo+,2m3½f,Good To Firm,16 fences,"[4028.76, 1182.96, 591.48, 295.74]",286.2,6099,3921.5,GB,2,4
124106,Wincanton,03:10,16/05/10,Montague Inn Handicap Chase,Class 4,0-120,5yo+,3m1f,Good To Firm,21 fences,"[6498.0, 1908.0, 954.0, 477.0]",374.7,9837,5028,GB,2,4
125232,Tipperary (IRE),07:15,16/05/10,Tipperary Handicap (Div II),,45-70,4yo+,1m1f,Soft To Heavy,,"[6150.0, 1900.0, 900.0, 400.0, 150.0]",134.15,9500,1810,IE,12,0
126392,Chepstow,07:25,16/05/10,Stedman Brothers Events Supports The National Eisteddfod Handicap,Class 5,0-75,4yo+,1m,Soft,,"[3234.5, 962.5, 481.0, 240.5]",96.94,4917,1609,GB,5,5
126477,Tipperary (IRE),04:45,16/05/10,Book Online At TipperaryRaces.ie Maiden (Plus 10 Race),,,3yo+,5f,Heavy,,"[6765.0, 2090.0, 990.0, 440.0, 165.0]",65.89,10450,1005,IE,9,0
127056,Southwell,07:35,16/05/10,Martin Orange 40th Birthday Novices' Handicap Hurdle,Class 5,0-100,4yo+,2m4½f,Soft,11 hurdles,"[2924.1, 858.6, 429.3, 214.65]",346.2,4427,4122.5,GB,5,5
129208,Wincanton,04:40,16/05/10,ApolloBet Cashback Specials Novices' Chase,Class 4,,5yo+,3m1f,Good To Firm,21 fences,"[3898.8, 1144.8, 572.4, 286.2]",379.1,5902,5028,GB,2,4
131783,Sedgefield,03:50,16/05/10,Paxtons Genuine Kverneland Parts Furlonger Life Handicap Hurdle,Class 5,0-100,4yo+,2m1f,Good To Firm,8 hurdles,"[2729.16, 801.36, 400.68, 200.34]",233.1,4131,3419,GB,2,5
131828,Beverley,03:00,16/05/10,Annie Oxtoby Memorial Handicap,Class 5,0-70,4yo+,5f,Good To Firm,,"[3780.6, 1131.6, 565.8, 283.2, 141.0]",62.32,5903,1005,GB,2,5
132845,Chepstow,08:25,16/05/10,National Eisteddfod of Wales Day Handicap,Class 6,0-60,4yo+,2m,Soft,,"[2587.6, 770.0, 384.8, 192.4]",227.15,3935,3218,GB,5,6
136645,Wincanton,05:40,16/05/10,Yeovil Audi Unleash The Horsepower Standard Open National Hunt Flat Race,Class 6,,4-6yo,1m7½f,Good To Firm,,"[1624.5, 477.0, 238.5, 119.25]",210.1,2458,3116.5,GB,2,6
137833,Chantilly (FR),12:10,16/05/10,Prix du Val Saint-Georges (Conditions) (3yo) (Polytrack),,,3yo,6½f,Standard,,"[10661.76, 4264.71, 3198.53, 2132.35, 1066.18]",78.07,21324,1306.5,FR,0,0
141160,Sedgefield,01:50,16/05/10,Paxtons For JCB Agriculture Maiden Hurdle,Class 5,,4yo+,2m5f,Good To Firm,10 hurdles,"[2599.2, 763.2, 381.6, 190.8]",302,3935,4223,GB,2,5
144141,Chantilly (FR),12:47,16/05/10,Prix du Pays de France (Handicap) (4yo+) (Polytrack),,,4yo+,1m1½f,Standard,,"[17970.59, 7264.71, 5352.94, 3441.18, 2102.94, 1338.24, 764.71]",115.36,38236,1910.5,FR,0,0
144332,Tipperary (IRE),06:45,16/05/10,Tipperary Handicap (Div I),,45-70,4yo+,1m1f,Soft To Heavy,,"[6150.0, 1900.0, 900.0, 400.0, 150.0]",131.68,9500,1810,IE,12,0
144612,Southwell,08:35,16/05/10,Gain Horse Feeds Intermediate National Hunt Flat Race (Conditionals/Amateur Riders),Class 6,,4-6yo,1m7½f,Soft,,"[2053.2, 598.5, 299.4]",268.09,2950,3116.5,GB,5,6
146166,Chantilly (FR),11:40,16/05/10,Prix de Guiche (Group 3) (3yo Colts) (Turf),,,3yo,1m1f,Good To Soft,,"[29411.76, 11764.71, 8823.53, 5882.35]",113.98,55883,1810,FR,10,0
149651,Chepstow,07:55,16/05/10,Neptunus Structures Handicap,Class 5,0-70,4yo+,6f,Soft,,"[3234.5, 962.5, 481.0, 240.5]",72.55,4917,1206,GB,5,5
150279,Beverley,02:00,16/05/10,Very British Raceday Saturday 28 May Selling Stakes,Class 6,,3yo,5f,Good To Firm,,"[2587.6, 770.0, 384.8, 192.4]",61.55,3935,1005,GB,2,6
150458,Chantilly (FR),01:20,16/05/10,Prix de la Seine (Listed Race) (3yo Fillies) (Turf),,,3yo,1m3f,Good To Soft,,"[20220.59, 8088.24, 6066.18, 3033.09, 3033.09]",136.54,40441,2212,FR,10,0
152055,Chepstow,05:55,16/05/10,Equestrian Surfaces Ltd Handicap,Class 6,0-65,3yo,1m4f,Soft,,"[2587.6, 770.0, 384.8, 192.4]",163.32,3935,2413,GB,5,6
160318,Sedgefield,03:20,16/05/10,Paxtons &amp; Case IH A Winning Team Handicap Chase,Class 4,0-120,5yo+,2m3½f,Good To Firm,16 fences,"[5198.4, 1526.4, 763.2, 381.6]",291,7869,3921.5,GB,2,4
161126,Tipperary (IRE),07:45,16/05/10,Racing Again At Tipperary This Thursday Maiden,,,4yo+,7½f,Soft To Heavy,,"[6765.0, 2090.0, 990.0, 440.0, 165.0]",108.9,10450,1507.5,IE,12,0
161274,Wincanton,03:40,16/05/10,Jockey Club Catering Novices' Hurdle,Class 4,,4yo+,1m7½f,Good To Firm,8 hurdles,"[3249.0, 954.0, 477.0, 238.5]",208.6,4918,3116.5,GB,2,4
161544,Wincanton,04:10,16/05/10,ApolloBet Cashback If You Finish 2nd Handicap Hurdle,Class 5,0-100,4yo+,1m7½f,Good To Firm,8 hurdles,"[2599.2, 763.2, 381.6, 190.8]",212.5,3935,3116.5,GB,2,5
162682,Wincanton,02:10,16/05/10,Baby Banz Handicap Hurdle (Div I),Class 5,0-100,4yo+,2m5½f,Good To Firm,11 hurdles,"[2599.2, 763.2, 381.6, 190.8]",299.6,3935,4323.5,GB,2,5
163394,Southwell,08:05,16/05/10,southwellgolfclub.com Maiden Hurdle,Class 5,,4yo+,1m7½f,Soft,9 hurdles,"[2924.1, 858.6, 429.3, 214.65]",262.6,4427,3116.5,GB,5,5
167297,Sedgefield,04:50,16/05/10,Paxtons Supporting Customers With Peregrine Finance Maiden National Hunt Flat Race (Cond/Amateurs),Class 6,,4-6yo,2m1f,Good To Firm,,"[1819.44, 534.24, 267.12, 133.56]",233.4,2754,3419,GB,2,6
168329,Chantilly (FR),03:35,16/05/10,Prix d'Alix (Conditions) (4yo+) (Polytrack),,,4yo+,1m5½f,Standard,,"[8823.53, 3529.41, 2647.06, 1764.71, 882.35]",180.81,17647,2714.5,FR,0,0
168413,Southwell,06:05,16/05/10,Edmundson Electrical ­ Steve Burley 60th Birthday Novices' Limited Handicap Chase,Class 3,0-135,5yo+,2m4½f,Soft,16 fences,"[6388.5, 1928.5, 993.5, 526.5]",343.9,9836,4122.5,GB,5,3
169207,Wincanton,02:40,16/05/10,Baby Banz Handicap Hurdle (Div II),Class 5,0-100,4yo+,2m5½f,Good To Firm,11 hurdles,"[2599.2, 763.2, 381.6, 190.8]",299.2,3935,4323.5,GB,2,5
169747,Southwell,07:05,16/05/10,At The Races Sky 415 Handicap Hurdle,Class 4,0-120,4yo+,2m4½f,Soft,11 hurdles,"[3898.8, 1144.8, 572.4, 286.2]",337.4,5902,4122.5,GB,5,4
170661,Beverley,05:00,16/05/10,Beverley Middle Distance Series Handicap,Class 6,0-60,3yo,1m4f,Good To Firm,,"[2587.6, 770.0, 384.8, 192.4]",159.58,3935,2413,GB,2,6
171592,Beverley,04:30,16/05/10,Happy 70th Birthday Graham Roberts Handicap,Class 5,0-70,3yo,1m2f,Good To Firm,,"[3780.6, 1131.6, 565.8, 283.2, 141.0]",127.48,5903,2011,GB,2,5
172348,Chepstow,06:25,16/05/10,Phil Bessant Limited - Chartered Management Accountants Fillies' Handicap,Class 5,0-70,4yo+,1m2f,Soft,,"[3234.5, 962.5, 481.0, 240.5]",135.41,4917,2011,GB,5,5
105288,Sedgefield,04:20,16/05/10,"Paxtons Sell Horsch, Lely And Ifor Williams Handicap Chase",Class 5,0-100,5yo+,2m½f,Good To Firm,13 fences,"[3249.0, 954.0, 477.0, 238.5]",243.6,4918,3318.5,GB,2,5
106065,Tipperary (IRE),08:15,16/05/10,TipperaryRaces.ie Handicap,,45-65,3yo,7½f,Soft To Heavy,,"[5535.0, 1710.0, 810.0, 360.0, 135.0]",109.35,8550,1507.5,IE,12,0
106521,Chantilly (FR),02:50,16/05/10,Prix du Poteau Nibert (Claimer) (5yo+) (Lady riders) (Polytrack),,,5yo+,1m1½f,Standard,,"[5882.35, 2352.94, 1764.71, 1176.47, 588.24]",118.49,11764,1910.5,FR,0,0
63290,Southwell,05:35,16/05/10,Gain Horse Feeds Handicap Chase,Class 5,0-100,5yo+,2m4½f,Soft,16 fences,"[3249.0, 954.0, 477.0, 238.5]",351,4918,4122.5,GB,5,5
79470,Beverley,02:30,16/05/10,Racing UK In Glorious HD Novice Stakes,Class 5,,2yo,5f,Good To Firm,,"[3780.6, 1131.6, 565.8, 283.2, 141.0]",62.82,5903,1005,GB,2,5
84592,Tipperary (IRE),06:15,16/05/10,Fundraising Events At Tipperary Races Handicap,,50-80,3yo,1m1f,Soft To Heavy,,"[7380.0, 2280.0, 1080.0, 480.0, 180.0]",133.4,11400,1810,IE,12,0
95569,Chantilly (FR),01:50,16/05/10,Prix du Pays Valoisien (Handicap) (4yo+) (Polytrack),,,4yo+,1m1½f,Standard,,"[9558.82, 3823.53, 2867.65, 1911.76, 955.88]",118.42,19119,1910.5,FR,0,0
99333,Beverley,03:30,16/05/10,"James ""Doug"" Norris Is 60 Today Handicap",Class 4,0-85,4yo+,1m½f,Good To Firm,,"[6301.0, 1886.0, 943.0, 472.0, 235.0]",104.5,9837,1709.5,GB,2,4
41220,Sedgefield,02:50,16/05/10,Paxtons Use Romero Insurance Brokers Maiden Hurdle,Class 4,,4yo+,2m1f,Good To Firm,8 hurdles,"[4028.76, 1182.96, 591.48, 295.74]",239.9,6099,3419,GB,2,4
15247,Bath,06:00,16/05/11,Heros Charity Handicap,Class 6,0-65,4yo+,1m2f,Soft,,"[2385.95, 704.55, 352.45]",136.97,3443,2011,GB,5,6
17863,Perth,08:50,16/05/11,Strongbow Dark Fruit Handicap Hurdle,Class 4,0-115,4yo+,3m,Good,12 hurdles,"[3898.8, 1144.8, 572.4, 286.2]",371.6,5902,4827,GB,1,4
1946,Bath,07:30,16/05/11,Weatherbys Hamilton Novice Median Auction Stakes,Class 6,,2yo,5½f,Soft,,"[2587.6, 770.0, 384.8, 192.4]",75.65,3935,1105.5,GB,5,6
25560,Perth,07:50,16/05/11,Salutation Hotel Handicap Chase,Class 4,0-120,5yo+,3m,Good,18 fences,"[6256.0, 1848.0, 924.0]",367.8,9028,4827,GB,1,4
26881,Lingfield (AW),05:00,16/05/11,Jigsaw Maiden Stakes,Class 5,,3yo+,6f,Standard,,"[2911.05, 866.25, 432.9, 216.45]",71.21,4426,1206,GB,0,5
28399,Saint-Cloud (FR),02:20,16/05/11,Prix Gyges (Maiden) (Unraced 3yo Colts &amp; Geldings) (Turf),,,3yo,1m,Good To Soft,,"[9191.18, 3676.47, 2757.35, 1838.24, 919.12]",103.47,18381,1609,FR,10,0
33539,Lingfield (AW),02:20,16/05/11,Heart FM Handicap,Class 5,0-75,4yo+,1m2f,Standard,,"[2911.05, 866.25, 432.9, 216.45]",125.4,4426,2011,GB,0,5
36421,Perth,07:20,16/05/11,Isle of Skye Blended Whisky Novices' Handicap Hurdle,Class 5,0-100,4yo+,3m,Good,12 hurdles,"[3249.0, 954.0, 477.0, 238.5]",352.4,4918,4827,GB,1,5
115265,Bath,07:00,16/05/11,G Plan Fillies' Handicap,Class 5,0-75,4yo+,5½f,Soft,,"[2911.05, 866.25, 432.9, 216.45]",73.74,4426,1105.5,GB,5,5
119434,Naas (IRE),08:10,16/05/11,naasracecourse.com Apprentice Handicap,,,4yo+,7f,Yielding To Soft,,"[6150.0, 1900.0, 900.0, 400.0, 150.0]",89.93,9500,1407,IE,11,0
